area_type,availability,location,bhk,society,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Whitefield,2,Iseenst,1285,2,2,55.9
Super built-up  Area,Ready To Move,Chikkalasandra,3,,1390,2,3,60.47
Super built-up  Area,Ready To Move,Uttarahalli,3,,1390,2,2,60.47
Super built-up  Area,Ready To Move,Uttarahalli,3,Ayaya A,1290,2,2,56.12
Super built-up  Area,Ready To Move,Chikkalasandra,3,,1290,2,2,56.12
Super built-up  Area,Ready To Move,Chikkalasandra,3,,1290,2,2,56.12
Super built-up  Area,Ready To Move,Uttarahalli,3,Ayaya A,1290,2,3,56.12
Super built-up  Area,Ready To Move,Uttarahalli,3,Ayaya A,1270,2,1,55.25
Super built-up  Area,Ready To Move,Uttarahalli,3,Ayaya A,1270,2,2,55.25
Super built-up  Area,Ready To Move,Chikkalasandra,3,,1270,2,3,55.25
Super built-up  Area,Ready To Move,Ramanjaneyanagar,3,,1230,2,2,53.51
Super built-up  Area,Ready To Move,Chikkalasandra,3,,1230,2,2,53.51
Super built-up  Area,Ready To Move,Chikkalasandra,2,,1090,2,1,47.42
Super built-up  Area,Ready To Move,Bellandur,2,SRageri,1195,2,1,52
Super built-up  Area,Ready To Move,Electronic City,2,Itvir M,919,2,2,40
Built-up  Area,Ready To Move,"Sarjapur Road, ",3,,1700,3,2,74
Super built-up  Area,Ready To Move,Whitefield,2,,1102,2,1,48
Super built-up  Area,18-Dec,Whitefield,3,BSlasin,1390,,,60.55
Super built-up  Area,Ready To Move,Volagerekallahalli,2,AszarAl,1492,2,2,65
Super built-up  Area,Ready To Move,Yelahanka,2,Hotat H,1285,2,2,56
Super built-up  Area,Ready To Move,Motappa Layout,3,Puodse ,1360,2,1,59.27
Super built-up  Area,Ready To Move,Kannamangala,2,Marnaer,1262,2,2,55
Super built-up  Area,Ready To Move,Sugama Layout,2,Pry 2 R,826,2,2,36
Built-up  Area,Ready To Move,Vidyaranyapura,3,Suent A,1560,3,3,68
Super built-up  Area,Ready To Move,Whitefield,2,Iseenst,1227,2,2,53.49
Built-up  Area,Ready To Move,Sahakara Nagar,2,KVersuj,1032,2,2,45
Super built-up  Area,Ready To Move,Uttarahalli,3,Aklia R,1330,2,1,58
Super built-up  Area,Ready To Move,Electronic City,2,Palleon,940,2,1,41
Super built-up  Area,18-May,Thanisandra,2,SLityee,1020,2,1,44.5
Super built-up  Area,Ready To Move,Nagarbhavi,2,Shentpa,1146,2,1,50
Super built-up  Area,Ready To Move,Akshaya Nagar,2,SagasSa,1100,2,2,48
Super built-up  Area,Ready To Move,Ardendale,2,Miwel M,1100,2,1,48
Super built-up  Area,Ready To Move,5th Block Hbr Layout,2,,1100,2,2,48
Built-up  Area,18-May,Vijayabank bank layout,2,,1100,2,1,48
Built-up  Area,Ready To Move,New Gurappana Palya,2,Alncy R,1100,2,0,48
Super built-up  Area,Ready To Move,Manayata Tech Park,2,,1100,2,2,48
Super built-up  Area,Ready To Move,Manayata Tech Park,2,,1100,2,2,48
Built-up  Area,Ready To Move,Thanisandra,2,,1100,2,1,48
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,,1100,2,2,48
Super built-up  Area,Ready To Move,Dasarahalli,2,Indesve,1375,2,1,60
Built-up  Area,Ready To Move,Dodda Nekkundi,2,Tuentpa,1260,2,2,55
Super built-up  Area,Ready To Move,Tirumanahalli,2,AmiewLa,1260,2,1,55
Super built-up  Area,Ready To Move,Uttarahalli,2,,1260,2,2,55
Built-up  Area,Ready To Move,Hennur,2,,1420,2,1,62
Super built-up  Area,Ready To Move,Bellandur,3,CVnetnc,1420,3,2,62
Super built-up  Area,Ready To Move,Banaswadi,2,RailsDa,870,2,2,38
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3,Roarkan,1820,3,2,79.5
Built-up  Area,Ready To Move,Kumarapalli,3,BMmesHo,1488,2,2,65
Super built-up  Area,Ready To Move,Whitefield,2,Soe 2Sa,1116,2,3,48.76
Super built-up  Area,19-Dec,Old Madras Road,3,SheldGr,1350,3,1,58.99
Super built-up  Area,19-Jan,Mailasandra,2,Hanar I,999,2,1,43.66
Super built-up  Area,18-Dec,Channasandra,2,MVisear,830,2,1,36.28
Super built-up  Area,19-Dec,Old Madras Road,2,SheldGr,1225,2,1,53.55
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,47
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,47
Super built-up  Area,Ready To Move,Bannerghatta Road,2,Ceise P,892,2,1,39
Super built-up  Area,Ready To Move,Rayasandra,3,MJeusyl,1601,3,3,70
Super built-up  Area,Ready To Move,Gollahalli,2,ArzzaRe,1418,2,1,62
Super built-up  Area,Ready To Move,Ramagondanahalli,3,Srdor S,1738,2,3,76
Built-up  Area,Ready To Move,8th Phase JP Nagar,2,SVthaho,1006,2,0,44
Super built-up  Area,Ready To Move,Hagadur,2,,1086,2,1,47.5
Super built-up  Area,Ready To Move,Kumarapalli,3,BMmesHo,1486,2,2,65
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,ShyamSh,1120,2,2,49
Super built-up  Area,Ready To Move,NTI Layout,2,Vaent V,1200,2,2,52.5
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2,Vador S,1280,2,,56
Super built-up  Area,Ready To Move,Kaggadasapura,3,,1280,2,2,56
Built-up  Area,Ready To Move,Sector 2 HSR Layout,3,,1600,3,2,70
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3,,3200,4,2,140
Built-up  Area,Ready To Move,Sarjapur  Road,5,Reyle L,3200,5,3,140
Super built-up  Area,Ready To Move,Whitefield,3,ChodsGr,1485,3,2,65
Plot  Area,Ready To Move,Sarjapur,4,Puodsm ,2970,3,3,130
Built-up  Area,Ready To Move,Yelahanka,3,DSeak S,1325,2,2,58
Super built-up  Area,18-Nov,B Narayanapura,3,,1765,3,2,77.27
Super built-up  Area,Ready To Move,Seegehalli,3,Srandir,1553,3,3,68
Super built-up  Area,Ready To Move,Bisuvanahalli,2,Prityel,845,2,1,37
Super built-up  Area,Ready To Move,Bisuvanahalli,2,Prityel,845,2,1,37
Super built-up  Area,Ready To Move,Hoodi,3,Shyalha,1530,2,2,67
Super built-up  Area,Ready To Move,S R Layout,2,Seasare,1096,2,2,48
Built-up  Area,Ready To Move,Dodda Nekkundi,2,,1370,2,2,60
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,Shitt S,1450,2,2,63.51
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Arldsyo,1484,2,,65
Super built-up  Area,Ready To Move,Classic Paradise Layout,2,,1210,2,2,53
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,Shitt S,1175,2,2,51.47
Built-up  Area,Ready To Move,Samethanahalli,2,SPontna,799,2,1,35
Super built-up  Area,Ready To Move,Kalena Agrahara,2,CSvelMa,1187,2,3,52
Super built-up  Area,Ready To Move,Bommanahalli,2,Jaw 2 L,1050,2,2,46
Super built-up  Area,Ready To Move,Thanisandra,2,,1050,2,2,46
Super built-up  Area,Ready To Move,Vishveshwarya Layout,6,,2100,6,0,92
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4,,2100,4,3,92
Plot  Area,Ready To Move,Attibele,4,,2168,4,2,95
Super built-up  Area,Ready To Move,Anandapura,2,ViensRK,1141,2,1,50
Super built-up  Area,Ready To Move,Kadugodi,3,KMnorab,1711,3,3,75
Super built-up  Area,Ready To Move,KR Puram,3,SLontel,1300,2,2,57
Super built-up  Area,Ready To Move,Choodasandra,2,GRlpank,1300,2,3,57
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,,1026,2,1,45
Super built-up  Area,Ready To Move,Whitefield,2,,1140,2,2,50
Super built-up  Area,Ready To Move,Billekahalli,2,,1140,2,2,50
Super built-up  Area,18-May,Ramagondanahalli,2,ViistLa,1151,2,2,50.5
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,,1025,2,2,45
Super built-up  Area,Ready To Move,Jigani,3,DLhtsen,1230,3,3,54
Super built-up  Area,18-May,Kanakpura Road,1,Maionus,850,1,1,37.32
Super built-up  Area,18-May,Rayasandra,3,,1708,3,2,75
Super built-up  Area,Ready To Move,CV Raman Nagar,3,,1480,3,2,65
Super built-up  Area,Ready To Move,Kullappa Colony,2,,1480,2,2,65
Super built-up  Area,Ready To Move,Hennur Road,2,Eltert ,1480,2,2,65
Super built-up  Area,17-Jun,Electronic City,2,GMown E,1070,2,1,47
Super built-up  Area,Ready To Move,Jigani,3,DLhtsen,1252,3,3,55
Super built-up  Area,Ready To Move,Brooke Bond First Cross,2,Viium E,1252,2,2,55
Super built-up  Area,Ready To Move,CV Raman Nagar,3,Keera R,1525,2,3,67
Super built-up  Area,Ready To Move,Akshya Nagar,3,,1320,2,1,58
Built-up  Area,Ready To Move,Bannerghatta Road,2,Malmser,1206,2,3,53
Super built-up  Area,Ready To Move,Green Woods Layout,2,Paarklu,1206,2,1,53
Super built-up  Area,Ready To Move,Electronic City,2,CoapeSo,910,2,1,40
Built-up  Area,Ready To Move,Amruthnagar,2,Saeur G,1365,3,2,60
Super built-up  Area,Ready To Move,Avalahalli,2,PyonsCa,1053,2,1,46.29
Super built-up  Area,Ready To Move,Kaggadasapura,2,Gincyi ,1035,2,2,45.5
Super built-up  Area,Ready To Move, Devarachikkanahalli,3,Wiaysld,1705,3,2,75
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,,750,2,1,33
Super built-up  Area,Ready To Move,VGP Layout,2,Manha M,1000,2,1,44
Built-up  Area,Ready To Move,Yelahanka New Town,2,,1000,2,1,44
Built-up  Area,Ready To Move,Haralur Road,2,,1000,2,2,44
Super built-up  Area,Ready To Move,Hosur Road,2,Kelmsoy,1250,2,1,55
Super built-up  Area,Ready To Move,Lottegolla Halli,2,,1250,2,2,55
Super built-up  Area,Ready To Move,Veersandra,2,Shnto F,1250,2,1,55
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3,ThntsAp,1250,3,1,55
Super built-up  Area,18-May,Bommanahalli,3,,1250,3,2,55
Built-up  Area,Ready To Move,Uttarahalli,3,,1250,2,1,55
Super built-up  Area,Ready To Move,Uttarahalli,3,Hemai D,1390,2,2,61.16
Super built-up  Area,Ready To Move,5th Phase JP Nagar,5,,2500,5,,110
Built-up  Area,Ready To Move,Gottigere,4,,3000,3,0,132
Super built-up  Area,18-Dec,Hosakerehalli,2,Maunt M,1085,2,1,47.74
Super built-up  Area,Ready To Move,Doddakammanahalli,3,,1409,2,3,62
Super built-up  Area,Ready To Move,Kada Agrahara,3,CoaveAt,909,2,1,40
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,Mauner ,1408,3,3,62
Super built-up  Area,Ready To Move,Varthur,2,Ikmesay,1090,2,2,48
Built-up  Area,Ready To Move,Dasanapura,2,Tavenew,965,2,1,42.5
Super built-up  Area,Ready To Move,ISRO Layout,2,,1180,2,3,52
Built-up  Area,Ready To Move,Tindlu,2,,1180,2,2,52
Super built-up  Area,18-Dec,Whitefield,3,BSlasin,1390,,,61.28
Super built-up  Area,Ready To Move,Mallasandra,2,,1565,2,2,69
Plot  Area,Ready To Move,Yelahanka,2,,1633,2,1,72
Built-up  Area,Ready To Move,Haralur Road,2,,1202,2,1,53
Built-up  Area,Ready To Move,Doddathoguru,2,Srtasno,907,2,1,40
Super built-up  Area,Ready To Move,Alfa Garden Layout,2,Saeina ,975,2,1,43
Super built-up  Area,18-Mar,Begur Road,2,,952,2,1,42
Built-up  Area,Ready To Move,Hennur Road,2,,1020,2,0,45
Built-up  Area,Ready To Move,Uttarahalli,2,Sungspr,1020,2,2,45
Super built-up  Area,Ready To Move,NGR Layout,2,,1020,2,1,45
Built-up  Area,Ready To Move,Whitefield,2,Rallsdr,1020,2,2,45
Super built-up  Area,Ready To Move,Bellandur,2,DSpazTo,1088,2,2,48
Super built-up  Area,Ready To Move,Shampura,3,,1700,3,3,75
Super built-up  Area,Ready To Move,Electronic City,3,Naireru,1700,3,2,75
Super built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1700,3,2,75
Super built-up  Area,Ready To Move,Ashraya Layout,6,,5100,7,,225
Built-up  Area,Ready To Move,"Whitefield, ",3,,1745,3,2,77
Super built-up  Area,Ready To Move,Akshayanagara East,3,,1595,3,2,70.39
Super built-up  Area,Ready To Move,Sarjapur  Road,3,MJtumty,1586,3,3,70
Super built-up  Area,19-Dec,Old Madras Road,2,SheldGr,1165,2,1,51.42
Super built-up  Area,Ready To Move,Mysore Road,2,,1155,2,1,51
Built-up  Area,Ready To Move,Maragondanahalli,3,ArnzaFi,1540,3,2,68
Super built-up  Area,Ready To Move,Sonnenahalli,2,Skacak ,1268,2,1,56
Super built-up  Area,Ready To Move,Shampura,2,,1200,2,3,53
Super built-up  Area,Ready To Move,Srigandada Kaval,2,,1200,2,0,53
Built-up  Area,Ready To Move,Margondanahalli,2,,1200,1,0,53
Super built-up  Area,Ready To Move,Marathahalli,2,Srers T,1200,2,1,53
Plot  Area,Ready To Move,Kalkere Channasandra,2,,1200,2,0,53
Super built-up  Area,Ready To Move,Kaggadasapura,2,MCngeha,1200,2,2,53
Built-up  Area,Ready To Move,Kambipura,2,Prrtht ,883,2,1,39
Built-up  Area,Ready To Move,Kambipura,2,Prrtht ,883,2,1,39
Super built-up  Area,Ready To Move,Kambipura,2,Prrtht ,883,2,1,39
Super built-up  Area,Ready To Move,Kambipura,2,Prrtht ,883,2,1,39
Super built-up  Area,Ready To Move,Kambipura,2,Prrtht ,883,2,1,39
Super built-up  Area,Ready To Move,Malleshpalya,2,SoncyRe,1245,2,1,55
Super built-up  Area,Ready To Move,Rachenahalli,3,Sovar S,1550,3,2,68.5
Super built-up  Area,Ready To Move,Mallasandra,2,Shbhi S,905,2,1,40
Built-up  Area,Ready To Move,Dommasandra,3,Asene S,1267,3,2,56
Super built-up  Area,Ready To Move,Budigere,3,PrityTr,1991,4,2,88
Super built-up  Area,18-Jun,Electronic City Phase II,2,Coomee ,1244,2,1,55
Super built-up  Area,Ready To Move,Hennur,2,,1255,2,1,55.5
Super built-up  Area,Ready To Move,Hennur,2,,1255,2,1,55.5
Super built-up  Area,Ready To Move,Hennur,2,,1255,2,2,55.5
Super built-up  Area,Ready To Move,R.T. Nagar,2,Dhows M,1040,2,2,46
Super built-up  Area,Ready To Move,Hebbal,2,Diaveic,1040,2,2,46
Built-up  Area,Ready To Move,8th Phase JP Nagar,4,,2600,4,2,115
Built-up  Area,Ready To Move,Rajiv Nagar,2,Ahntyve,972,2,2,43
Plot  Area,Ready To Move,Whitefield,3,,1808,4,0,80
Built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",3,,1853,3,2,82
Super built-up  Area,Ready To Move,Kothannur,3,,1853,3,2,82
Super built-up  Area,Ready To Move,Hormavu,2,Nadhian,1175,2,1,52
Super built-up  Area,Ready To Move,Kattigenahalli,2,Vehida ,1062,2,2,47
Super built-up  Area,Ready To Move,Akshayanagara East,3,,1519,3,2,67.23
Super built-up  Area,18-Apr,Gattahalli,2,Arano M,1028,2,1,45.5
Super built-up  Area,Ready To Move,Vijaya Bank Colony,3,,1400,2,2,62
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,Mauner ,1129,2,1,50
Built-up  Area,Ready To Move,"Kudlu Village, ",3,,1445,3,2,64
Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1016,2,1,45
Super built-up  Area,Ready To Move,Hosa Road,2,SSaleRo,1016,2,1,45
Built-up  Area,Ready To Move,9th Phase JP Nagar,2,NaensGa,835,2,0,37
Built-up  Area,Ready To Move,Jyothi Nagar,2,,959,2,1,42.5
Super built-up  Area,Ready To Move,Kambipura,3,Prrtht ,1083,2,1,48
Super built-up  Area,Ready To Move,Bellandur,2,,1286,2,2,57
Super built-up  Area,Ready To Move,Dodda Kempaiah Layout,2,,1015,2,1,45
Super built-up  Area,Ready To Move,Whitefield,2,Arria G,1015,2,1,45
Built-up  Area,Ready To Move,Rajankunte,3,,4510,4,3,200
Super built-up  Area,18-May,Ramamurthy Nagar,2,,1150,2,2,51
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,2300,4,3,102
Super built-up  Area,Ready To Move,Marathahalli,2,Srconor,1240,2,2,55
Super built-up  Area,19-Dec,9th Phase JP Nagar,2,,1127,2,1,50
Super built-up  Area,Ready To Move,Govindpura,3,Muncy R,1690,3,,75
Super built-up  Area,18-Nov,B Narayanapura,2,,1313,2,1,58.27
Super built-up  Area,Ready To Move,Kothanur,3,Bisic C,1577,3,1,70
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Usquaya,1025,2,2,45.5
Super built-up  Area,Ready To Move,CV Raman Nagar,2,Villeka,1070,2,2,47.5
Super built-up  Area,18-Jul,Udayapur Village,3,Plowsri,1440,2,2,63.93
Plot  Area,Ready To Move,Chikka Tirupathi,3,FiriaVi,1808,4,2,80.27
Super built-up  Area,Ready To Move,Sarjapur  Road,4,Nauha G,3040,4,2,135
Super built-up  Area,Ready To Move,Singasandra,3,,1306,2,2,58
Super built-up  Area,Ready To Move,Reliable Woods Layout,3,,1306,2,2,58
Super built-up  Area,Ready To Move,Gottigere,3,Sooutnu,1621,3,3,72
Super built-up  Area,18-Mar,Horamavu Agara,2,,1058,2,2,47
Super built-up  Area,Ready To Move,Kudlu Gate,2,ACiteda,1238,2,3,55
Super built-up  Area,Ready To Move,Kogilu,2,,1170,2,1,51.99
Super built-up  Area,Ready To Move,Kogilu,2,,1140,2,2,50.66
Super built-up  Area,Ready To Move,Kogilu,2,,1140,2,2,50.66
Super built-up  Area,Ready To Move,Yelahanka,2,,1140,2,1,50.66
Super built-up  Area,Ready To Move,Kogilu,2,,1140,2,1,50.66
Super built-up  Area,Ready To Move,Kogilu,2,,1140,2,2,50.66
Super built-up  Area,Ready To Move,Kogilu,2,,1250,2,1,55.55
Super built-up  Area,Ready To Move,Hebbal,2,,1250,2,1,55.55
Super built-up  Area,Ready To Move,Kogilu,2,,1250,2,1,55.55
Super built-up  Area,18-Dec,Electronic City Phase II,4,SNbay G,2225,4,0,98.88
Super built-up  Area,Ready To Move,Kogilu,3,,1664,2,3,73.95
Super built-up  Area,Ready To Move,Yelahanka,3,Neite T,1664,3,0,73.95
Super built-up  Area,Ready To Move,Kogilu,2,,1200,2,1,53.33
Super built-up  Area,Ready To Move,Kogilu,2,,1200,2,1,53.33
Super built-up  Area,Ready To Move,Kalena Agrahara,2,Prmesi ,900,2,1,40
Super built-up  Area,Ready To Move,Amruthahalli,2,Prowsi ,900,2,1,40
Super built-up  Area,Ready To Move,Kanaka Nagar,2,SoersTo,900,2,1,40
Super built-up  Area,20-Dec,Judicial Layout,2,,900,2,1,40
Super built-up  Area,Ready To Move,R.T. Nagar,2,Esncyth,1080,2,1,48
Super built-up  Area,Ready To Move,Hulimavu,2,Prcan P,1125,2,2,50
Built-up  Area,Ready To Move,Munnekollal,2,,1170,2,2,52
Built-up  Area,Ready To Move,TC Palaya,3,,1350,3,1,60
Built-up  Area,Ready To Move,Marathahalli,2,Cores V,1350,2,2,60
Built-up  Area,Ready To Move,Shikaripalya,3,Maenara,1350,3,1,60
Built-up  Area,Ready To Move,Nagappa Reddy Layout,3,Sanorpa,1350,3,2,60
Built-up  Area,Ready To Move,Nagarbhavi,3,,1350,3,0,60
Super built-up  Area,Ready To Move,Whitefield,3,,1440,2,2,64
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3,MBncele,1485,2,1,66
Super built-up  Area,Ready To Move,Kundalahalli,3,,1800,3,3,80
Plot  Area,Ready To Move,Herohalli,2,,1800,1,1,80
Super built-up  Area,Ready To Move,Subramanyapura,3,Chllsev,1800,3,,80
Built-up  Area,Ready To Move,TC Palaya,2,GilomSh,1800,2,2,80
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,,1800,3,1,80
Super built-up  Area,Ready To Move,Coconut Garden,3,,1800,3,3,80
Built-up  Area,Ready To Move,Haralur Road,3,,1890,3,2,84
Super built-up  Area,Ready To Move,Kasavanhalli,3,Incksaf,1980,3,2,88
Super built-up  Area,Ready To Move,near Ramanashree California resort,6,,3600,4,1,160
Built-up  Area,Ready To Move,RMV Extension Stage 2,7,,3600,7,3,160
Super built-up  Area,Ready To Move,HSR Layout,2,SrisePo,1372,2,1,61
Super built-up  Area,Ready To Move,HSR Layout,2,SrisePo,1372,2,1,61
Super built-up  Area,Ready To Move,Bannerghatta Road,2,Gundaa ,1012,2,1,45
Super built-up  Area,19-Dec,Hoodi,2,Caycend,1111,2,1,49.43
Super built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1843,3,2,82
Super built-up  Area,18-Aug,Magadi Road,3,Vrenty ,1322,2,2,58.82
Super built-up  Area,18-Oct,Rayasandra,4,,1708,3,1,76
Super built-up  Area,19-Dec,Hoodi,3,Caycend,1545,3,1,68.75
Built-up  Area,Ready To Move,KR Puram,2,Hoston ,1000,2,1,44.5
Super built-up  Area,Ready To Move,Bannerghatta Road,2,,1000,2,1,44.5
Super built-up  Area,Ready To Move,Gottigere,3,Srtusi ,1460,2,2,65
Super built-up  Area,18-May,Thanisandra,3,SLityee,1370,2,1,61
Built-up  Area,Ready To Move,Chikkalasandra,2,,1325,2,1,59
Super built-up  Area,Ready To Move,Vinayaka Nagar,2,,1145,2,2,51
Super built-up  Area,Ready To Move,Vittal Nagar,2,,1100,2,2,49
Super built-up  Area,Ready To Move,Sahakara Nagar,3,,2200,3,2,98
Built-up  Area,Ready To Move,Tata Nagar,3,Karchru,1504,3,2,67
Built-up  Area,Ready To Move,Whitefield,3,JahanSa,1010,2,1,45
Built-up  Area,19-Jun,Sarjapur,4,Caonand,2580,4,0,115
Super built-up  Area,Ready To Move,Doddabanahalli,2,,830,2,2,37
Super built-up  Area,Ready To Move,Thanisandra,2,NRtesnd,1200,2,1,53.5
Built-up  Area,Ready To Move,Mico Layout,2,MyeurGr,1200,2,1,53.5
Plot  Area,Ready To Move,Bileshivale,6,,2400,7,2,107
Super built-up  Area,Ready To Move,Sarjapur,3,,1525,2,2,68
Super built-up  Area,Ready To Move,Konanakunte,3,,1637,3,3,73
Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1390,2,2,62
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,Mauner ,1345,3,2,60
Built-up  Area,Ready To Move,Suraksha Nagar,3,AritaFe,1569,3,0,70
Built-up  Area,Ready To Move,"Whitefield, ",2,,1300,2,1,58
Built-up  Area,Ready To Move,Silk Board,3,,1300,3,1,58
Built-up  Area,Ready To Move,9th Phase JP Nagar,3,NaensGa,1300,2,2,58
Built-up  Area,Ready To Move,Uttarahalli,2,Kinumsh,850,2,2,37.93
Super built-up  Area,Ready To Move,New Thippasandra,2,,1116,2,1,49.8
Super built-up  Area,Ready To Move,Varthur,2,Vaensia,1210,2,2,54
Super built-up  Area,Ready To Move,Electronic City,2,DSgmax ,1210,2,1,54
Super built-up  Area,18-May,Old Madras Road,2,SheldGr,1165,2,1,52
Super built-up  Area,19-Mar,Hennur Road,2,Orens G,1165,2,1,52
Super built-up  Area,Ready To Move,Gottigere,3,Sklls C,1613,3,3,72
Super built-up  Area,Ready To Move,Uttarahalli,2,Shierhi,1008,2,3,45
Built-up  Area,Ready To Move,Uttarahalli,2,,1120,2,1,50
Super built-up  Area,Ready To Move,Gottigere,2,Pridei ,1120,2,2,50
Built-up  Area,Ready To Move,Sarjapur  Road,2,,1120,2,2,50
Built-up  Area,Ready To Move,Kattigenahalli,7,,2800,7,2,125
Plot  Area,Ready To Move,Laggere,5,,2800,5,2,125
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,Peace P,1299,2,3,58
Super built-up  Area,Ready To Move,Annaiah Reddy Layout,2,,1075,2,2,48
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,48
Super built-up  Area,Ready To Move,KR Puram,2,MCvarar,1142,2,1,51
Super built-up  Area,18-Dec,Kasavanhalli,3,Goaysn ,1545,3,1,69
Super built-up  Area,Ready To Move,Kadugodi,4,VSaya A,3000,4,0,134
Super built-up  Area,Ready To Move,Battarahalli,2,SraveHi,1097,2,1,49
Super built-up  Area,Ready To Move,Hulimavu,3,Naepa D,1320,2,2,59
Super built-up  Area,Ready To Move,Ambalipura,2,SJodsed,1700,2,2,76
Built-up  Area,Ready To Move,Brookefield,2,,1230,2,3,55
Built-up  Area,Ready To Move,Srirampura,2,HooudSi,1230,2,3,55
Super built-up  Area,Ready To Move,Yelahanka,4,Niareum,2806,6,0,125.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,,1900,3,2,85
Super built-up  Area,Ready To Move,EPIP Zone,4,AkoreEn,3800,5,2,170
Super built-up  Area,Ready To Move,Kudlu,2,GKityel,1162,2,1,52
Super built-up  Area,Ready To Move,Vasanthapura,2,,1050,2,2,47
Super built-up  Area,Ready To Move,Banaswadi,2,,1184,2,3,53
Built-up  Area,Ready To Move,Dodda Nekkundi,2,MavarSa,1005,2,2,45
Built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1340,2,2,60
Super built-up  Area,Ready To Move,Babusapalaya,3,Veisear,1675,3,3,75
Super built-up  Area,Ready To Move,Ramagondanahalli,3,Reitice,3350,3,3,150
Super built-up  Area,Ready To Move,Kenchenhalli,3,MasicCl,1786,3,2,79.99
Super built-up  Area,18-May,Mangammanapalya,3,,1250,3,2,56
Super built-up  Area,18-May,Mangammanapalya,3,,1250,3,2,56
Super built-up  Area,Ready To Move,Bellandur,3,BhreeBa,2500,4,2,112
